% Fsweep 23  at:	11/12/2024	16:43:38	drive_mV 7000.000000	DVM  0.000000
freq	Vx	Vy	time
8.8205407568E+1	7.8619000000E-5	4.8327600000E-4	3.8167800401E+9
8.8210437213E+1	8.4102600000E-5	4.8798500000E-4	3.8167800481E+9
8.8215466858E+1	9.0420700000E-5	4.9245700000E-4	3.8167800562E+9
8.8220496503E+1	9.7513700000E-5	4.9817900000E-4	3.8167800643E+9
8.8225526147E+1	1.0496400000E-4	5.0378200000E-4	3.8167800724E+9
8.8230555792E+1	1.1313000000E-4	5.0759700000E-4	3.8167800805E+9
8.8235585437E+1	1.2254800000E-4	5.1308100000E-4	3.8167800885E+9
8.8240615082E+1	1.3345600000E-4	5.1832600000E-4	3.8167800966E+9
8.8245644726E+1	1.4567500000E-4	5.2297500000E-4	3.8167801047E+9
8.8250674371E+1	1.5914500000E-4	5.2708800000E-4	3.8167801128E+9
8.8255704016E+1	1.7452300000E-4	5.3078300000E-4	3.8167801209E+9
8.8260733661E+1	1.9085500000E-4	5.3394200000E-4	3.8167801290E+9
8.8265763306E+1	2.0897500000E-4	5.3537300000E-4	3.8167801370E+9
8.8270792950E+1	2.2941900000E-4	5.3507500000E-4	3.8167801451E+9
8.8275822595E+1	2.5278500000E-4	5.3251200000E-4	3.8167801532E+9
8.8280852240E+1	2.7644800000E-4	5.2792200000E-4	3.8167801613E+9
8.8285881885E+1	3.0219700000E-4	5.1808700000E-4	3.8167801694E+9
8.8290911529E+1	3.2961600000E-4	5.0610700000E-4	3.8167801774E+9
8.8295941174E+1	3.5709300000E-4	4.8828500000E-4	3.8167801855E+9
8.8300970819E+1	3.8326000000E-4	4.6384500000E-4	3.8167801936E+9
8.8306000464E+1	4.0555200000E-4	4.3380400000E-4	3.8167802017E+9
8.8311030108E+1	4.2450600000E-4	3.9917400000E-4	3.8167802098E+9
8.8316059753E+1	4.3654600000E-4	3.5822600000E-4	3.8167802178E+9
8.8321089398E+1	4.3958600000E-4	3.1519100000E-4	3.8167802259E+9
8.8326119043E+1	4.2724800000E-4	2.6852100000E-4	3.8167802340E+9
8.8331148688E+1	4.1169100000E-4	2.2846600000E-4	3.8167802421E+9
8.8336178332E+1	3.9184300000E-4	1.9353700000E-4	3.8167802502E+9
8.8341207977E+1	3.6740500000E-4	1.6462900000E-4	3.8167802582E+9
8.8346237622E+1	3.3968900000E-4	1.4114500000E-4	3.8167802663E+9
8.8351267267E+1	3.1090000000E-4	1.2445500000E-4	3.8167802744E+9
8.8356296911E+1	2.8366000000E-4	1.1289200000E-4	3.8167802825E+9
8.8361326556E+1	2.5707700000E-4	1.0579900000E-4	3.8167802906E+9
8.8366356201E+1	2.3198200000E-4	1.0216300000E-4	3.8167802987E+9
8.8371385846E+1	2.0921300000E-4	1.0335500000E-4	3.8167803067E+9
8.8376415490E+1	1.8978200000E-4	1.0508300000E-4	3.8167803148E+9
8.8381445135E+1	1.7184100000E-4	1.0925600000E-4	3.8167803229E+9
8.8386474780E+1	1.5473500000E-4	1.1456100000E-4	3.8167803310E+9
8.8391504425E+1	1.4084700000E-4	1.1968700000E-4	3.8167803391E+9
8.8396534070E+1	1.2904500000E-4	1.2612400000E-4	3.8167803471E+9
8.8401563714E+1	1.1772000000E-4	1.3059500000E-4	3.8167803552E+9
8.8406593359E+1	1.0842100000E-4	1.3667400000E-4	3.8167803633E+9
8.8411623004E+1	1.0001700000E-4	1.4352900000E-4	3.8167803714E+9
8.8416652649E+1	9.2089600000E-5	1.4913200000E-4	3.8167803795E+9
8.8421682293E+1	8.5473500000E-5	1.5461500000E-4	3.8167803875E+9
8.8426711938E+1	7.8976600000E-5	1.6021800000E-4	3.8167803956E+9
8.8431741583E+1	7.3373800000E-5	1.6534400000E-4	3.8167804037E+9
8.8436771228E+1	6.9439900000E-5	1.6987400000E-4	3.8167804118E+9
8.8441800872E+1	6.4909900000E-5	1.7416600000E-4	3.8167804199E+9
8.8446830517E+1	6.1214400000E-5	1.7964900000E-4	3.8167804279E+9
8.8451860162E+1	5.8353200000E-5	1.8364300000E-4	3.8167804360E+9
8.8456889807E+1	5.4538500000E-5	1.8751700000E-4	3.8167804441E+9
8.8461919452E+1	5.1498600000E-5	1.9037800000E-4	3.8167804522E+9
8.8466949096E+1	4.9412500000E-5	1.9502700000E-4	3.8167804603E+9
8.8471978741E+1	4.6193800000E-5	1.9878200000E-4	3.8167804683E+9
8.8477008386E+1	4.3690400000E-5	2.0176300000E-4	3.8167804764E+9
8.8482038031E+1	4.1544700000E-5	2.0504100000E-4	3.8167804845E+9
8.8487067675E+1	3.9875700000E-5	2.0778300000E-4	3.8167804926E+9
8.8492097320E+1	3.9160500000E-5	2.1118000000E-4	3.8167805007E+9
8.8497126965E+1	3.6478300000E-5	2.1398200000E-4	3.8167805088E+9
8.8502156610E+1	3.3736500000E-5	2.1678300000E-4	3.8167805168E+9
8.8507186254E+1	3.2723200000E-5	2.1886900000E-4	3.8167805249E+9
8.8512215899E+1	3.2067500000E-5	2.2184900000E-4	3.8167805330E+9
8.8517245544E+1	3.1650300000E-5	2.2483000000E-4	3.8167805411E+9
8.8522275189E+1	2.9206400000E-5	2.2655800000E-4	3.8167805492E+9
8.8527304834E+1	2.9325600000E-5	2.2852500000E-4	3.8167805572E+9
8.8532334478E+1	2.7716300000E-5	2.3019400000E-4	3.8167805653E+9
8.8537364123E+1	2.6643400000E-5	2.3234000000E-4	3.8167805734E+9
8.8542393768E+1	2.6285800000E-5	2.3389000000E-4	3.8167805815E+9
8.8547423413E+1	2.4855300000E-5	2.3740600000E-4	3.8167805896E+9
8.8552453057E+1	2.4080400000E-5	2.3865800000E-4	3.8167805976E+9
8.8557482702E+1	2.3424700000E-5	2.3979000000E-4	3.8167806057E+9
8.8562512347E+1	2.3424700000E-5	2.4098300000E-4	3.8167806138E+9
8.8567541992E+1	2.1517400000E-5	2.4414200000E-4	3.8167806219E+9
