% Fsweep 8  at:	18/12/2024	15:55:46	drive_mV 7000.000000	DVM  0.000000
freq	Vx	Vy	time
8.8241330515E+1	5.3477700000E-4	1.7309300000E-3	3.8173818281E+9
8.8245095815E+1	5.7793000000E-4	1.7745600000E-3	3.8173818433E+9
8.8248861115E+1	6.2346800000E-4	1.8222400000E-3	3.8173818584E+9
8.8252626414E+1	6.7568200000E-4	1.8715900000E-3	3.8173818736E+9
8.8256391714E+1	7.3481000000E-4	1.9211800000E-3	3.8173818887E+9
8.8260157013E+1	8.0275900000E-4	1.9743600000E-3	3.8173819039E+9
8.8263922313E+1	8.8119900000E-4	2.0272900000E-3	3.8173819190E+9
8.8267687612E+1	9.7060600000E-4	2.0799800000E-3	3.8173819342E+9
8.8271452912E+1	1.0714600000E-3	2.1329100000E-3	3.8173819493E+9
8.8275218211E+1	1.1901900000E-3	2.1791600000E-3	3.8173819645E+9
8.8278983511E+1	1.3172700000E-3	2.2280400000E-3	3.8173819796E+9
8.8282748810E+1	1.4596100000E-3	2.2702400000E-3	3.8173819948E+9
8.8286514110E+1	1.6250700000E-3	2.3031400000E-3	3.8173820099E+9
8.8290279409E+1	1.8112700000E-3	2.3215000000E-3	3.8173820251E+9
8.8294044709E+1	2.0182300000E-3	2.3207800000E-3	3.8173820402E+9
8.8297810008E+1	2.2466300000E-3	2.2900300000E-3	3.8173820554E+9
8.8301575308E+1	2.6917600000E-3	1.8079400000E-3	3.8173820705E+9
8.8305340607E+1	3.4308600000E-3	1.0509600000E-3	3.8173820857E+9
8.8309105907E+1	3.7217300000E-3	6.4564100000E-4	3.8173821008E+9
8.8312871206E+1	3.7865800000E-3	2.1577000000E-4	3.8173821160E+9
8.8316636506E+1	3.7212500000E-3	-2.0647100000E-4	3.8173821311E+9
8.8320401805E+1	3.5581700000E-3	-5.8389100000E-4	3.8173821463E+9
8.8324167105E+1	3.3323900000E-3	-9.0480200000E-4	3.8173821614E+9
8.8327932405E+1	3.0579700000E-3	-1.1532400000E-3	3.8173821766E+9
8.8331697704E+1	2.7618600000E-3	-1.3287100000E-3	3.8173821918E+9
8.8335463004E+1	2.4812400000E-3	-1.4364800000E-3	3.8173822069E+9
8.8339228303E+1	2.2187400000E-3	-1.4937000000E-3	3.8173822221E+9
8.8342993603E+1	1.9803200000E-3	-1.5018100000E-3	3.8173822372E+9
8.8346758902E+1	1.7748000000E-3	-1.4920300000E-3	3.8173822524E+9
8.8350524202E+1	1.6002700000E-3	-1.4703300000E-3	3.8173822675E+9
8.8354289501E+1	1.4331400000E-3	-1.4324300000E-3	3.8173822827E+9
8.8358054801E+1	1.2819800000E-3	-1.3878400000E-3	3.8173822978E+9
8.8361820100E+1	1.1582400000E-3	-1.3303800000E-3	3.8173823130E+9
8.8365585400E+1	1.0447600000E-3	-1.2734000000E-3	3.8173823281E+9
8.8369350699E+1	9.5010200000E-4	-1.2178500000E-3	3.8173823433E+9
8.8373115999E+1	8.8429800000E-4	-1.1589600000E-3	3.8173823584E+9
8.8376881298E+1	9.4128000000E-4	-1.2307200000E-3	3.8173823736E+9
8.8380646598E+1	7.9846800000E-4	-1.0466700000E-3	3.8173823887E+9
8.8384411897E+1	9.6345300000E-4	-1.2853200000E-3	3.8173824039E+9
8.8388177197E+1	8.4472100000E-4	-1.2083100000E-3	3.8173824190E+9
8.8391942496E+1	7.6795000000E-4	-1.1534800000E-3	3.8173824342E+9
8.8395707796E+1	7.0572300000E-4	-1.1091300000E-3	3.8173824493E+9
8.8399473095E+1	6.4659500000E-4	-1.0588200000E-3	3.8173824645E+9
8.8403238395E+1	5.9366600000E-4	-1.0094700000E-3	3.8173824796E+9
8.8407003695E+1	5.4645900000E-4	-9.6250000000E-4	3.8173824948E+9
8.8410768994E+1	5.0378200000E-4	-9.1767700000E-4	3.8173825099E+9
8.8414534294E+1	4.6515700000E-4	-8.7428500000E-4	3.8173825251E+9
8.8418299593E+1	4.3010900000E-4	-8.3256100000E-4	3.8173825402E+9
8.8422064893E+1	3.9935300000E-4	-7.9369900000E-4	3.8173825554E+9
8.8425830192E+1	3.7145800000E-4	-7.5602900000E-4	3.8173825706E+9
8.8429595492E+1	3.4594700000E-4	-7.2002800000E-4	3.8173825857E+9
8.8433360791E+1	3.2377400000E-4	-6.8569600000E-4	3.8173826009E+9
8.8437126091E+1	3.0231700000E-4	-6.5303200000E-4	3.8173826160E+9
8.8440891390E+1	2.8372000000E-4	-6.2156100000E-4	3.8173826312E+9
8.8444656690E+1	2.6679200000E-4	-5.9199700000E-4	3.8173826463E+9
8.8448421989E+1	2.5177200000E-4	-5.6267200000E-4	3.8173826615E+9
8.8452187289E+1	2.3698900000E-4	-5.3787600000E-4	3.8173826766E+9
8.8455952588E+1	2.2411400000E-4	-5.1117300000E-4	3.8173826918E+9
8.8459717888E+1	2.1267000000E-4	-4.8685300000E-4	3.8173827069E+9
8.8463483187E+1	2.0194100000E-4	-4.6372600000E-4	3.8173827221E+9
8.8467248487E+1	1.9216600000E-4	-4.4250700000E-4	3.8173827372E+9
8.8471013786E+1	1.8263000000E-4	-4.2081100000E-4	3.8173827524E+9
8.8474779086E+1	1.7452300000E-4	-4.0149900000E-4	3.8173827675E+9
8.8478544385E+1	1.6641700000E-4	-3.8147200000E-4	3.8173827827E+9
8.8482309685E+1	1.6045700000E-4	-3.6216000000E-4	3.8173827978E+9
8.8486074985E+1	1.5354200000E-4	-3.4404000000E-4	3.8173828130E+9
8.8489840284E+1	1.4662800000E-4	-3.2902000000E-4	3.8173828281E+9
8.8493605584E+1	1.3995300000E-4	-3.1447600000E-4	3.8173828433E+9
8.8497370883E+1	1.3375400000E-4	-2.9921700000E-4	3.8173828584E+9
8.8501136183E+1	1.2803200000E-4	-2.8419700000E-4	3.8173828736E+9
8.8504901482E+1	1.2278600000E-4	-2.6989200000E-4	3.8173828887E+9
8.8508666782E+1	1.1849400000E-4	-2.5558700000E-4	3.8173829039E+9
