% Fsweep 21  at:	11/12/2024	16:16:09	drive_mV 7000.000000	DVM  0.000000
freq	Vx	Vy	time
8.8421323461E+1	8.2314500000E-5	1.5425800000E-4	3.8167787390E+9
8.8426322537E+1	7.7844100000E-5	1.5902600000E-4	3.8167787471E+9
8.8431321613E+1	7.2241300000E-5	1.6462900000E-4	3.8167787552E+9
8.8436320689E+1	6.7532500000E-5	1.6915900000E-4	3.8167787633E+9
8.8441319765E+1	6.2466100000E-5	1.7416600000E-4	3.8167787713E+9
8.8446318841E+1	5.9128000000E-5	1.7821900000E-4	3.8167787794E+9
8.8451317917E+1	5.5849800000E-5	1.8352400000E-4	3.8167787875E+9
8.8456316993E+1	5.2333100000E-5	1.8721900000E-4	3.8167787956E+9
8.8461316069E+1	5.0246900000E-5	1.9067600000E-4	3.8167788037E+9
8.8466315145E+1	4.7624300000E-5	1.9437200000E-4	3.8167788118E+9
8.8471314221E+1	4.4226900000E-5	1.9842500000E-4	3.8167788198E+9
8.8476313297E+1	4.2140700000E-5	2.0152400000E-4	3.8167788279E+9
8.8481312373E+1	4.0948600000E-5	2.0450400000E-4	3.8167788360E+9
8.8486311449E+1	3.8624000000E-5	2.0849800000E-4	3.8167788441E+9
8.8491310525E+1	3.6895500000E-5	2.1076300000E-4	3.8167788522E+9
8.8496309601E+1	3.4749700000E-5	2.1344500000E-4	3.8167788602E+9
8.8501308677E+1	3.3855700000E-5	2.1588900000E-4	3.8167788683E+9
8.8506307753E+1	3.2127100000E-5	2.1940600000E-4	3.8167788764E+9
8.8511306829E+1	3.1411900000E-5	2.2161100000E-4	3.8167788845E+9
8.8516305905E+1	2.9921600000E-5	2.2322000000E-4	3.8167788926E+9
8.8521304981E+1	2.8789200000E-5	2.2500800000E-4	3.8167789006E+9
8.8526304057E+1	2.7358600000E-5	2.2751200000E-4	3.8167789087E+9
8.8531303133E+1	2.6583800000E-5	2.3031300000E-4	3.8167789168E+9
8.8536302209E+1	2.5808900000E-5	2.3174400000E-4	3.8167789249E+9
8.8541301285E+1	2.4855300000E-5	2.3400900000E-4	3.8167789330E+9
8.8546300361E+1	2.4318800000E-5	2.3567800000E-4	3.8167789410E+9
8.8551299437E+1	2.3245900000E-5	2.3800200000E-4	3.8167789491E+9
8.8556298513E+1	2.2828700000E-5	2.3985000000E-4	3.8167789572E+9
8.8561297589E+1	2.2351900000E-5	2.4116100000E-4	3.8167789653E+9
8.8566296665E+1	2.1279000000E-5	2.4306900000E-4	3.8167789734E+9
